motif,site,mode,severity,seed,support_width,before_supported,before_causally_ready,before_operationally_ready,before_strict_commits,before_selected_commits,after_supported,after_causally_ready,after_support_available,after_operationally_ready,after_strict_commits,after_selected_commits,lost_support_certification,lost_causal_reachability,lost_support_availability,lost_operational_readiness,lost_strict_commit,lost_selected_commit,ledger_gate_loss,orientation_gate_loss,selector_stress_loss,finality_depth_before,finality_depth_after,finality_depth_shift,recovery_length,affected_support_vertices,affected_edge_count,added_competitors,intervention_detail,run_seed,nodes,edges,motifs,target_count,support_width_classes_in_seed
renewal_5,5,ledger_failure,0.5,103,1,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,True,True,False,False,4,4,0,0,[],0,0,ledger_gate_loss=True probability=0.5,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_4,4,ledger_failure,0.5,103,1,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,True,True,False,False,0,0,0,0,[],0,0,ledger_gate_loss=True probability=0.5,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_18,18,ledger_failure,0.5,103,4,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,True,True,False,False,5,5,0,0,[],0,0,ledger_gate_loss=True probability=0.5,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_3,3,ledger_failure,0.5,103,1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,4,4,0,0,[],0,0,ledger_gate_loss=False probability=0.5,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_11,11,ledger_failure,0.5,103,4,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,True,True,False,False,5,5,0,0,[],0,0,ledger_gate_loss=True probability=0.5,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_23,23,ledger_failure,0.5,103,3,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,True,True,False,False,,,,0,[],0,0,ledger_gate_loss=True probability=0.5,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_30,30,ledger_failure,0.5,103,2,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,True,True,False,False,,,,0,[],0,0,ledger_gate_loss=True probability=0.5,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_2,2,ledger_failure,0.5,103,1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,0,0,0,0,[],0,0,ledger_gate_loss=False probability=0.5,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_7,7,ledger_failure,0.5,103,4,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,5,5,0,0,[],0,0,ledger_gate_loss=False probability=0.5,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_20,20,ledger_failure,0.5,103,3,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,True,True,False,False,5,5,0,0,[],0,0,ledger_gate_loss=True probability=0.5,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_25,25,ledger_failure,0.5,103,2,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,6,6,0,0,[],0,0,ledger_gate_loss=False probability=0.5,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_1,1,ledger_failure,0.5,103,1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,0,0,0,0,[],0,0,ledger_gate_loss=False probability=0.5,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_5,5,ledger_failure,0.25,103,1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,4,4,0,0,[],0,0,ledger_gate_loss=False probability=0.25,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_4,4,ledger_failure,0.25,103,1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,0,0,0,0,[],0,0,ledger_gate_loss=False probability=0.25,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_18,18,ledger_failure,0.25,103,4,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,True,True,False,False,5,5,0,0,[],0,0,ledger_gate_loss=True probability=0.25,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_3,3,ledger_failure,0.25,103,1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,4,4,0,0,[],0,0,ledger_gate_loss=False probability=0.25,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_11,11,ledger_failure,0.25,103,4,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,5,5,0,0,[],0,0,ledger_gate_loss=False probability=0.25,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_23,23,ledger_failure,0.25,103,3,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,,,,0,[],0,0,ledger_gate_loss=False probability=0.25,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_30,30,ledger_failure,0.25,103,2,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,,,,0,[],0,0,ledger_gate_loss=False probability=0.25,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_2,2,ledger_failure,0.25,103,1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,0,0,0,0,[],0,0,ledger_gate_loss=False probability=0.25,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_7,7,ledger_failure,0.25,103,4,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,5,5,0,0,[],0,0,ledger_gate_loss=False probability=0.25,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_20,20,ledger_failure,0.25,103,3,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,5,5,0,0,[],0,0,ledger_gate_loss=False probability=0.25,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_25,25,ledger_failure,0.25,103,2,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,True,True,False,False,6,6,0,0,[],0,0,ledger_gate_loss=True probability=0.25,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_1,1,ledger_failure,0.25,103,1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,0,0,0,0,[],0,0,ledger_gate_loss=False probability=0.25,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_5,5,ledger_failure,0.0,103,1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,4,4,0,0,[],0,0,ledger_gate_loss=False probability=0.0,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_4,4,ledger_failure,0.0,103,1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,0,0,0,0,[],0,0,ledger_gate_loss=False probability=0.0,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_18,18,ledger_failure,0.0,103,4,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,5,5,0,0,[],0,0,ledger_gate_loss=False probability=0.0,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_3,3,ledger_failure,0.0,103,1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,4,4,0,0,[],0,0,ledger_gate_loss=False probability=0.0,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_11,11,ledger_failure,0.0,103,4,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,5,5,0,0,[],0,0,ledger_gate_loss=False probability=0.0,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_23,23,ledger_failure,0.0,103,3,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,,,,0,[],0,0,ledger_gate_loss=False probability=0.0,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_30,30,ledger_failure,0.0,103,2,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,,,,0,[],0,0,ledger_gate_loss=False probability=0.0,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_2,2,ledger_failure,0.0,103,1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,0,0,0,0,[],0,0,ledger_gate_loss=False probability=0.0,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_7,7,ledger_failure,0.0,103,4,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,5,5,0,0,[],0,0,ledger_gate_loss=False probability=0.0,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_20,20,ledger_failure,0.0,103,3,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,5,5,0,0,[],0,0,ledger_gate_loss=False probability=0.0,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_25,25,ledger_failure,0.0,103,2,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,6,6,0,0,[],0,0,ledger_gate_loss=False probability=0.0,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_1,1,ledger_failure,0.0,103,1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,0,0,0,0,[],0,0,ledger_gate_loss=False probability=0.0,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_5,5,orientation_degradation,1.0,103,1,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,True,False,True,False,4,4,0,0,[],0,0,orientation_gate_loss=True probability=1.0,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_4,4,orientation_degradation,1.0,103,1,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,True,False,True,False,0,0,0,0,[],0,0,orientation_gate_loss=True probability=1.0,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_18,18,orientation_degradation,1.0,103,4,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,True,False,True,False,5,5,0,0,[],0,0,orientation_gate_loss=True probability=1.0,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_3,3,orientation_degradation,1.0,103,1,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,True,False,True,False,4,4,0,0,[],0,0,orientation_gate_loss=True probability=1.0,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_11,11,orientation_degradation,1.0,103,4,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,True,False,True,False,5,5,0,0,[],0,0,orientation_gate_loss=True probability=1.0,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_23,23,orientation_degradation,1.0,103,3,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,True,False,True,False,,,,0,[],0,0,orientation_gate_loss=True probability=1.0,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_30,30,orientation_degradation,1.0,103,2,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,True,False,True,False,,,,0,[],0,0,orientation_gate_loss=True probability=1.0,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_2,2,orientation_degradation,1.0,103,1,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,True,False,True,False,0,0,0,0,[],0,0,orientation_gate_loss=True probability=1.0,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_7,7,orientation_degradation,1.0,103,4,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,True,False,True,False,5,5,0,0,[],0,0,orientation_gate_loss=True probability=1.0,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_20,20,orientation_degradation,1.0,103,3,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,True,False,True,False,5,5,0,0,[],0,0,orientation_gate_loss=True probability=1.0,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_25,25,orientation_degradation,1.0,103,2,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,True,False,True,False,6,6,0,0,[],0,0,orientation_gate_loss=True probability=1.0,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_1,1,orientation_degradation,1.0,103,1,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,True,False,True,False,0,0,0,0,[],0,0,orientation_gate_loss=True probability=1.0,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_5,5,orientation_degradation,0.75,103,1,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,True,False,True,False,4,4,0,0,[],0,0,orientation_gate_loss=True probability=0.75,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_4,4,orientation_degradation,0.75,103,1,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,True,False,True,False,0,0,0,0,[],0,0,orientation_gate_loss=True probability=0.75,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_18,18,orientation_degradation,0.75,103,4,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,True,False,True,False,5,5,0,0,[],0,0,orientation_gate_loss=True probability=0.75,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_3,3,orientation_degradation,0.75,103,1,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,True,False,True,False,4,4,0,0,[],0,0,orientation_gate_loss=True probability=0.75,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_11,11,orientation_degradation,0.75,103,4,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,True,False,True,False,5,5,0,0,[],0,0,orientation_gate_loss=True probability=0.75,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_23,23,orientation_degradation,0.75,103,3,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,True,False,True,False,,,,0,[],0,0,orientation_gate_loss=True probability=0.75,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_30,30,orientation_degradation,0.75,103,2,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,True,False,True,False,,,,0,[],0,0,orientation_gate_loss=True probability=0.75,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_2,2,orientation_degradation,0.75,103,1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,0,0,0,0,[],0,0,orientation_gate_loss=False probability=0.75,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_7,7,orientation_degradation,0.75,103,4,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,True,False,True,False,5,5,0,0,[],0,0,orientation_gate_loss=True probability=0.75,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_20,20,orientation_degradation,0.75,103,3,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,5,5,0,0,[],0,0,orientation_gate_loss=False probability=0.75,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_25,25,orientation_degradation,0.75,103,2,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,6,6,0,0,[],0,0,orientation_gate_loss=False probability=0.75,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_1,1,orientation_degradation,0.75,103,1,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,True,False,True,False,0,0,0,0,[],0,0,orientation_gate_loss=True probability=0.75,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_5,5,orientation_degradation,0.5,103,1,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,True,False,True,False,4,4,0,0,[],0,0,orientation_gate_loss=True probability=0.5,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_4,4,orientation_degradation,0.5,103,1,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,True,False,True,False,0,0,0,0,[],0,0,orientation_gate_loss=True probability=0.5,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_18,18,orientation_degradation,0.5,103,4,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,True,False,True,False,5,5,0,0,[],0,0,orientation_gate_loss=True probability=0.5,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_3,3,orientation_degradation,0.5,103,1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,4,4,0,0,[],0,0,orientation_gate_loss=False probability=0.5,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_11,11,orientation_degradation,0.5,103,4,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,True,False,True,False,5,5,0,0,[],0,0,orientation_gate_loss=True probability=0.5,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_23,23,orientation_degradation,0.5,103,3,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,True,False,True,False,,,,0,[],0,0,orientation_gate_loss=True probability=0.5,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_30,30,orientation_degradation,0.5,103,2,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,True,False,True,False,,,,0,[],0,0,orientation_gate_loss=True probability=0.5,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_2,2,orientation_degradation,0.5,103,1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,0,0,0,0,[],0,0,orientation_gate_loss=False probability=0.5,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_7,7,orientation_degradation,0.5,103,4,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,5,5,0,0,[],0,0,orientation_gate_loss=False probability=0.5,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_20,20,orientation_degradation,0.5,103,3,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,True,False,True,False,5,5,0,0,[],0,0,orientation_gate_loss=True probability=0.5,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_25,25,orientation_degradation,0.5,103,2,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,6,6,0,0,[],0,0,orientation_gate_loss=False probability=0.5,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_1,1,orientation_degradation,0.5,103,1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,0,0,0,0,[],0,0,orientation_gate_loss=False probability=0.5,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_5,5,orientation_degradation,0.25,103,1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,4,4,0,0,[],0,0,orientation_gate_loss=False probability=0.25,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_4,4,orientation_degradation,0.25,103,1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,0,0,0,0,[],0,0,orientation_gate_loss=False probability=0.25,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_18,18,orientation_degradation,0.25,103,4,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,True,False,True,False,5,5,0,0,[],0,0,orientation_gate_loss=True probability=0.25,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_3,3,orientation_degradation,0.25,103,1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,4,4,0,0,[],0,0,orientation_gate_loss=False probability=0.25,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_11,11,orientation_degradation,0.25,103,4,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,5,5,0,0,[],0,0,orientation_gate_loss=False probability=0.25,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_23,23,orientation_degradation,0.25,103,3,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,,,,0,[],0,0,orientation_gate_loss=False probability=0.25,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_30,30,orientation_degradation,0.25,103,2,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,,,,0,[],0,0,orientation_gate_loss=False probability=0.25,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_2,2,orientation_degradation,0.25,103,1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,0,0,0,0,[],0,0,orientation_gate_loss=False probability=0.25,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_7,7,orientation_degradation,0.25,103,4,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,5,5,0,0,[],0,0,orientation_gate_loss=False probability=0.25,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_20,20,orientation_degradation,0.25,103,3,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,5,5,0,0,[],0,0,orientation_gate_loss=False probability=0.25,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_25,25,orientation_degradation,0.25,103,2,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,True,False,True,False,6,6,0,0,[],0,0,orientation_gate_loss=True probability=0.25,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_1,1,orientation_degradation,0.25,103,1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,0,0,0,0,[],0,0,orientation_gate_loss=False probability=0.25,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_5,5,orientation_degradation,0.0,103,1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,4,4,0,0,[],0,0,orientation_gate_loss=False probability=0.0,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_4,4,orientation_degradation,0.0,103,1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,0,0,0,0,[],0,0,orientation_gate_loss=False probability=0.0,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_18,18,orientation_degradation,0.0,103,4,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,5,5,0,0,[],0,0,orientation_gate_loss=False probability=0.0,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_3,3,orientation_degradation,0.0,103,1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,4,4,0,0,[],0,0,orientation_gate_loss=False probability=0.0,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_11,11,orientation_degradation,0.0,103,4,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,5,5,0,0,[],0,0,orientation_gate_loss=False probability=0.0,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_23,23,orientation_degradation,0.0,103,3,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,,,,0,[],0,0,orientation_gate_loss=False probability=0.0,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_30,30,orientation_degradation,0.0,103,2,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,,,,0,[],0,0,orientation_gate_loss=False probability=0.0,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_2,2,orientation_degradation,0.0,103,1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,0,0,0,0,[],0,0,orientation_gate_loss=False probability=0.0,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_7,7,orientation_degradation,0.0,103,4,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,5,5,0,0,[],0,0,orientation_gate_loss=False probability=0.0,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_20,20,orientation_degradation,0.0,103,3,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,5,5,0,0,[],0,0,orientation_gate_loss=False probability=0.0,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_25,25,orientation_degradation,0.0,103,2,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,6,6,0,0,[],0,0,orientation_gate_loss=False probability=0.0,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_1,1,orientation_degradation,0.0,103,1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,0,0,0,0,[],0,0,orientation_gate_loss=False probability=0.0,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_5,5,support_delay,1.0,103,1,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,4,9,5,,[],0,0,delay_depth=5,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_4,4,support_delay,1.0,103,1,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,0,5,5,5,[],0,0,delay_depth=5,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_18,18,support_delay,1.0,103,4,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,5,10,5,,[],0,0,delay_depth=5,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_3,3,support_delay,1.0,103,1,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,4,9,5,,[],0,0,delay_depth=5,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_11,11,support_delay,1.0,103,4,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,5,10,5,,[],0,0,delay_depth=5,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_23,23,support_delay,1.0,103,3,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,,,,,[],0,0,delay_depth=5,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_30,30,support_delay,1.0,103,2,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,,,,,[],0,0,delay_depth=5,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_2,2,support_delay,1.0,103,1,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,0,5,5,5,[],0,0,delay_depth=5,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_7,7,support_delay,1.0,103,4,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,5,10,5,,[],0,0,delay_depth=5,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_20,20,support_delay,1.0,103,3,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,5,10,5,,[],0,0,delay_depth=5,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_25,25,support_delay,1.0,103,2,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,6,11,5,,[],0,0,delay_depth=5,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_1,1,support_delay,1.0,103,1,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,0,5,5,5,[],0,0,delay_depth=5,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_5,5,support_delay,0.75,103,1,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,4,8,4,4,[],0,0,delay_depth=4,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_4,4,support_delay,0.75,103,1,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,0,4,4,4,[],0,0,delay_depth=4,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_18,18,support_delay,0.75,103,4,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,5,9,4,,[],0,0,delay_depth=4,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_3,3,support_delay,0.75,103,1,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,4,8,4,4,[],0,0,delay_depth=4,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_11,11,support_delay,0.75,103,4,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,5,9,4,,[],0,0,delay_depth=4,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_23,23,support_delay,0.75,103,3,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,,,,,[],0,0,delay_depth=4,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_30,30,support_delay,0.75,103,2,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,,,,,[],0,0,delay_depth=4,27,33,47,49,12,"[1, 2, 3, 4]"
renewal_2,2,support_delay,0.75,103,1,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,0,4,4,4,[],0,0,delay_depth=4,27,33,47,49,12,"[1, 2, 3, 4]"
